Stations,River,Lat,Long,CrR,NiR,CuR,AsR,CdR,PbR,MR,FeR,RI
Interp_R_26,Unknown,23.89216755942142,90.141170049111,0.15270768713320423,0.29518330441913343,0.759421028842087,0.10062208929448022,0.09339737008781424,0.47410499518652544,0.4455115823274245,1.261433576678629,0.47776934405036076
Interp_R_27,Unknown,23.589925489554616,90.4176965406939,0.5297611070778157,0.4527033806491797,0.8301564379595533,0.10824976462638056,0.18596550135356585,1.285866901419387,0.4829611571260281,1.9767397961587756,0.7912182833302579
Interp_R_28,Unknown,23.670663297951172,90.02331545332937,0.247081423326837,0.2873492648122916,0.8215490273396949,0.09588839838348283,0.18367585636811976,0.6337884861557268,0.46765488304998026,1.4401155237124352,0.6382638682137315
Interp_R_29,Unknown,23.643177557448645,90.43386240640017,0.7881572092885123,0.4360194307720728,0.7359168785869182,0.13091303277865984,0.1927975542966719,1.6324915638638187,0.4627120730650661,2.1600753258227052,0.8325765021159708
Interp_R_30,Unknown,23.760363728580693,90.26520979845176,0.12404189358586203,0.291656420021707,0.7466975011809864,0.10107807672291849,0.07513868324486547,0.4205781502199526,0.4406043156542957,1.2083296623240347,0.4405350011131179
Interp_R_31,Unknown,24.003759698692324,90.3522104740764,0.20394387813233794,0.29056318484786714,0.80271091328214,0.0979926402027702,0.14707260701581493,0.5604750959616822,0.4597611278689146,1.360450312675597,0.5730153624771789
Interp_R_32,Unknown,23.716521464531127,90.21138674261438,0.19718718117229972,0.2637570084468051,0.831930511894907,0.09452037861025236,0.18289759694836255,0.5237532221343015,0.4673814761367444,1.3488828665593406,0.6152574985972096
Interp_R_33,Unknown,23.58540551703465,90.42166655387342,0.5264043723404086,0.4421745952931581,0.8284947093407039,0.10811544726343257,0.18971899133982922,1.2669361750363017,0.4821932922287396,1.9595366860706709,0.7902479354280622
Interp_R_34,Unknown,23.61238350037364,90.42666797381452,0.5828477206126514,0.46307278710989946,0.8130606909637992,0.11281925777487951,0.1813926882331028,1.3752820864831263,0.47972577402370115,2.0322769253084307,0.7984963492735386
Interp_R_35,Unknown,23.633058444331937,90.38182521172472,0.5575943401886877,0.5974817175993566,0.8626970579732853,0.10976516057085718,0.13154512795210396,1.516580462333948,0.4949002543383283,2.190340827137662,0.7977799310837044
Interp_R_36,Unknown,23.866079992293216,90.55374166004364,0.13932952205108964,0.28550767647091146,0.7678638665737433,0.10082244171845914,0.09557560067148121,0.43869001014648135,0.4463374225817389,1.2300309278001493,0.47409130347282025
Interp_R_37,Unknown,23.808754831776525,90.1042876120621,0.1887121233682979,0.2901525257598252,0.7861664438839561,0.09838374914535311,0.1317296584193468,0.5335413342295059,0.45485209023932666,1.3308684768948134,0.5441999584826237
Interp_R_38,Unknown,23.99030598636576,90.21635891069415,0.1530890912937632,0.2957794381902116,0.7604720072420317,0.10076770212231023,0.09323413565842668,0.4751187509760928,0.4457087549541697,1.2619063803284183,0.4780552945081531
Interp_R_39,Unknown,23.721661924964742,90.26664631177808,0.2598622154719605,0.19856401577305763,0.9882719072192341,0.0837676945128173,0.3514770955781036,0.572304596064238,0.5113620754473692,1.4736434588082536,0.8690916271116597
Interp_R_40,Unknown,23.808691334248223,90.54289195557912,0.1396476580751254,0.2795435929050454,0.778790632521857,0.10015839858454481,0.10597750090002842,0.433251961897088,0.4490953041006312,1.2303401572031292,0.48812212226336554
Interp_R_41,Unknown,23.934023892300495,90.08674936230244,0.18235354599132292,0.29403649527123166,0.7780681897434283,0.09929985505944659,0.12012120030479952,0.5255301946014826,0.45220802285244727,1.317793935689551,0.5263026940112059
Interp_R_42,Unknown,23.894001574766023,90.1433933603712,0.15105942923630641,0.2953236939063009,0.7582731899378783,0.10071372762319604,0.09176058846464256,0.47129637477109415,0.4451054207764041,1.258239563966994,0.47486854005499607
Interp_R_43,Unknown,23.582876359801496,90.4628845270679,0.5450975138166723,0.4365354193415568,0.8235337297788753,0.1102599105344439,0.1916825395411356,1.2848635790765635,0.48075832032230126,1.9641835140140718,0.7932574256328048
Interp_R_44,Unknown,23.88405835503762,90.2305709544048,0.08731334861408802,0.29963474899185183,0.7134187362924268,0.10415382922111635,0.0291919015085511,0.36150036778316946,0.429320603593641,1.134000413221574,0.36312687648847447
Interp_R_45,Unknown,23.894888374204086,90.2316988298273,0.07723048675762577,0.3001944219880374,0.7056126557857486,0.10472700330611197,0.018944446404665298,0.3438959781988543,0.42664041799518676,1.113841363103268,0.3447597909943646
Interp_R_46,Unknown,23.611309409799283,90.45859697849004,0.6212847716996148,0.4434938328096675,0.8006451132385781,0.11657745360740893,0.19084355695181232,1.403522382357388,0.47642680282307276,2.0363313478098406,0.8082754376306406
Interp_R_47,Unknown,23.825385725765365,90.34503411615796,0.3241470112821673,0.1358870707742282,1.1611776195427104,0.07386932593111639,0.5239769303792688,0.6244725770959174,0.5588355455034568,1.6012524143926827,1.132682002976781
Interp_R_48,Unknown,23.585398849767135,90.42162258031864,0.5263562352339968,0.4422013142813129,0.8285203395382921,0.10811049577729077,0.18971132015595923,1.2669043308373986,0.4821999418777852,1.959538176941705,0.7902445271427153
Interp_R_49,Unknown,23.927464094110036,90.24636174578946,0.09049917566840987,0.29931148911526534,0.7159227046012719,0.10399542921087226,0.032447391716511224,0.36681019622210737,0.4301595548793986,1.1400370551562684,0.36888055846968115
Interp_R_50,Unknown,23.711967608354744,90.27827118937056,0.31201164604309106,0.1460177359749911,1.1244111087070958,0.07548474371405459,0.4913197177492137,0.6131015208510391,0.5490215867610269,1.5760363652535219,1.0813291653065267
Interp_R_51,Unknown,23.816369686865876,90.24795671528346,0.08635075693534382,0.30020648979438025,0.7124657337242833,0.1041908346722245,0.027906941699351817,0.3605431100216416,0.4290401054473416,1.1327888668848225,0.36116586503107423
Interp_R_52,Unknown,23.583112341918024,90.42364173284248,0.5245668546659663,0.43779685608694147,0.8279798639081456,0.10803166923895433,0.19125329540589656,1.2584056943787683,0.48190526467831973,1.9519612138199975,0.7897372640633953
Interp_R_53,Unknown,23.83867782919983,90.5256006760955,0.13703741229317737,0.2759087967215181,0.7841155102716694,0.0996158426577542,0.11092232708729924,0.425647869421743,0.4503869779213419,1.2270433908914549,0.493811468325505
Interp_R_54,Unknown,23.639557798012273,90.33355701718044,0.34680116976972397,0.216289996784295,1.0233401366243222,0.08187006060090718,0.40330325988045684,0.7452020939952619,0.5259037508721274,1.6461895947826435,0.9800507182601773
Interp_R_55,Unknown,24.001710922018816,90.0804995070252,0.19328592164242422,0.29422213601634206,0.7844429837869905,0.09894893334170801,0.12897135358763712,0.5449148108366054,0.4545004276058345,1.3382302780697035,0.5429369618038637
Interp_R_56,Unknown,23.596073778284357,90.44229309564052,0.5659858215450435,0.437287648265719,0.8142074424435375,0.11177914060866788,0.1914157466072517,1.3164733258770445,0.4789577571945168,1.9834398477383708,0.796303120545002
Interp_R_57,Unknown,23.792634741135437,90.24079772800576,0.07885467836086249,0.29987264626013205,0.7069290060514218,0.10455114956224527,0.021024548560868436,0.34665750357196373,0.4271268420014228,1.1174189500929876,0.3482550845885339
Interp_R_58,Unknown,24.007924843102547,90.36443211851642,0.20883825867271197,0.2900366636391936,0.8062482680095261,0.09776884498217533,0.1518858340573203,0.5685406330490621,0.4609668871715745,1.3694820934132947,0.5815118357495273
Interp_R_59,Unknown,23.61360805107501,90.42966409033272,0.5935014511620303,0.4570746436861432,0.8079235158477409,0.11381382252911958,0.18371485273801358,1.3824949945328473,0.47843235242045346,2.032684454772202,0.8002260820682625
Interp_R_60,Unknown,23.821679642497426,90.27641176604806,0.1675662253109943,0.3021548750900208,0.7769027293896325,0.09993913381693698,0.10651077979466349,0.5097560641849858,0.4509480762079353,1.3007248373364593,0.5068519093128818
Interp_R_61,Unknown,23.670159975014677,90.02340269764984,0.24721035663070237,0.2873442049090574,0.8216270304921317,0.0958831661319006,0.18378899435320994,0.6340106373241483,0.4676829993142004,1.4403561780323764,0.6384697950752379
Interp_R_62,Unknown,23.632045343379954,90.38377945444232,0.5620200231508011,0.6073408475370479,0.8641712927312702,0.11019458660190001,0.1275499994684218,1.535614492588906,0.4955021815642136,2.2061705142636163,0.7981989297606527
Interp_R_63,Unknown,23.90988543296801,90.27092911766375,0.12472693385982173,0.29680664522837946,0.7448813956005548,0.10198008730014248,0.06888550558209364,0.42597071986350693,0.4398485454066469,1.2087559948112025,0.43372678472394544
Interp_R_64,Unknown,23.93396438458263,90.08661777510274,0.18240290672260162,0.2940334286536857,0.7780993843571771,0.09929744736469882,0.12016706520921551,0.5256148724307635,0.4522192928158819,1.3178878803133063,0.5263849765998517
Interp_R_65,Unknown,23.993530570299576,90.21655468570032,0.1555540242818573,0.29564889947910744,0.7621808273457433,0.10064711269053568,0.09558121715637934,0.47937760381842465,0.4463071428405111,1.2666597725484918,0.4822822277185198
Interp_R_66,Unknown,24.005110884782805,90.27197500950642,0.17537307517355014,0.29399519162775223,0.778409539565197,0.09957024438194205,0.1162436242843252,0.5131239282336444,0.45173711955112833,1.3054424925889279,0.5189824672505678
Interp_R_67,Unknown,23.79363015666628,90.40608054398363,0.30006755039293814,0.29358907685092084,0.8460368666793442,0.09293895066622644,0.22509010600374335,0.7380994540459518,0.47812842860840576,1.5532547031425614,0.7187982991262624
Interp_R_68,Unknown,23.86603323328004,90.55377421978324,0.1392130540383734,0.28553189350762115,0.7677512479670102,0.10082985540476826,0.09543517488071597,0.43850763767272344,0.4463012971862761,1.229809193706892,0.47385245105257423
Interp_R_69,Unknown,23.82170515305303,90.27637626676118,0.16743754838104016,0.3021418375090111,0.7768045764341885,0.09994503537122001,0.10639605735091673,0.5095089638834984,0.45091448882133894,1.3004534927750828,0.5066310863854167
Interp_R_70,Unknown,24.10241173384922,90.34038862601972,0.2197541011690077,0.29187361441165405,0.8067248952180178,0.09775694835344186,0.15608359815215406,0.5891296813347353,0.46175015757866533,1.3882169534576885,0.5912075699514229
Interp_R_71,Unknown,23.713810671952675,90.2139067053542,0.2021227418114794,0.2606087928458395,0.8400573659024355,0.0939106961366726,0.19245953783156075,0.5295201876273088,0.4697976276931921,1.3585321425067711,0.6301458318996633
Interp_R_72,Unknown,23.80802214558737,90.1049132039216,0.18866357892386204,0.29010833179039336,0.786197087674373,0.09837847037181621,0.1317625562241419,0.5334173478849507,0.45485823866382236,1.330786580551965,0.5442198716467255
Interp_R_73,Unknown,23.615986731662097,90.43842857628816,0.6243466760921805,0.44413668187481126,0.7951772171598099,0.11666593647706154,0.189143763918132,1.4092180629461946,0.47530685450672505,2.03989438527674,0.8059703700883553
Interp_R_74,Unknown,23.94678479797905,90.24905351409082,0.11687792026939807,0.29763966983392015,0.7359206314439487,0.10256182965200497,0.05895507332166511,0.41241715470484647,0.4370311767237377,1.1919616335768235,0.4163028632356787
Interp_R_75,Unknown,23.61226182365539,90.42733864705114,0.5841409525543713,0.46151258835516396,0.8122451685024564,0.11294947324409436,0.1819959719944636,1.3750482980614411,0.4794978486253424,2.0312062382736764,0.7987132282521506
Interp_R_76,Unknown,23.90920275630804,90.3355122858152,0.14521847159376317,0.292354839969362,0.7685414299849468,0.100472103210556,0.09609490403473599,0.458360250718528,0.44720076300105316,1.2498128076569872,0.47995119967228733
Interp_R_77,Unknown,23.64295020765157,90.56442380028732,0.4803276572132352,0.43385888255890337,0.8689290990749768,0.10480660729501054,0.20254541321177497,1.188410080478659,0.49054887000449454,1.9128790307880894,0.8010203091921779
Interp_R_78,Unknown,23.977376760709003,90.21541490745729,0.14220911488107738,0.29637332630615587,0.7528337959915749,0.10130942736499103,0.08279050095256545,0.4563179686220538,0.44304060996403166,1.2408587496518544,0.45926764368205236
Interp_R_79,Unknown,23.61128301976687,90.45861865174348,0.6211662695278078,0.4435130230391704,0.8006935081692437,0.11656731099037754,0.1908358032794128,1.4033777581601483,0.4764374368175578,2.0362605914506933,0.8082564320163487
Interp_R_80,Unknown,23.702114237740556,90.1393116049885,0.22475147199656292,0.2771900823154473,0.8242353160282532,0.09517281264012513,0.18258920964447112,0.5853457328090708,0.4671491955125754,1.4000958845229565,0.6268177337371824
Interp_R_81,Unknown,23.784538393922396,90.5187606970789,0.2260120445291612,0.24431814858497408,0.8926389177497424,0.09275740226485842,0.23916556566167912,0.5511579172438872,0.4835060143777119,1.393868757949254,0.7038963296548241
Interp_R_82,Unknown,23.894679944718916,90.23190783087136,0.07756646094330087,0.3001750129244575,0.7058758674627795,0.10470793644642336,0.019287583691259866,0.3444815001067045,0.4267304029812715,1.1145125936063167,0.3453743368669228
Interp_R_83,Unknown,23.867227559297213,90.55587287172618,0.14243473118062486,0.28531688028818947,0.7700527537336854,0.10069125793559752,0.09849269683250012,0.4439643311134499,0.4470872354406617,1.2358459488636293,0.47934523397271056
Interp_R_84,Unknown,23.643837063103543,90.56437465396174,0.47936502338464404,0.4322603091109968,0.8693772006107586,0.10472143428292507,0.20344196562707687,1.1849579010679119,0.4906045093961317,1.9102034285798424,0.8013687640444344
Interp_R_85,Unknown,23.75555715771286,90.24488051335145,0.0643768721103953,0.30081684674873477,0.6958155488440811,0.10543231172536609,0.0060831661783896755,0.3214043310934883,0.42327119402254887,1.0882467217548062,0.32162358105578653
Interp_R_86,Unknown,23.807097502909674,90.36549795696364,0.3722466206851654,0.3460972187812398,0.9300256624200856,0.09310124753675518,0.266836936909006,0.9260867740300751,0.5028403347903053,1.7416130429255878,0.8366668567511316
Interp_R_87,Unknown,23.935021644886657,90.08595458770736,0.18274142568877477,0.29403095229856435,0.7782990238499485,0.09928470825158087,0.12045274880863521,0.5262095001068254,0.4522916383006827,1.3185246058398497,0.5269135997941218
Interp_R_88,Unknown,23.99113071061431,90.2161658480947,0.1537319007678056,0.29574668119859915,0.7609100397054631,0.1007364811386412,0.09384137980498024,0.4762304445974117,0.4458629578566566,1.2631443031066254,0.4791499798428246
Interp_R_89,Unknown,23.625820664741024,90.39150127208735,0.5658533806592048,0.6160703525803678,0.8655819356237202,0.11056371892195166,0.12405857044257114,1.5523559343397744,0.4960608280816217,2.220161002569923,0.7986361880134271
Interp_R_90,Unknown,23.61273054318166,90.4304306781288,0.5928795542754945,0.4553925973157585,0.8078261732734153,0.11378183430738818,0.1843864318151609,1.379356719948999,0.4783495063540441,2.0299193649050387,0.8001847617602684
Interp_R_91,Unknown,23.99064010435438,90.21618124682232,0.1533519189775142,0.2957666093810549,0.7606477837608113,0.10075505367790571,0.09348024641572113,0.47557371228140716,0.4457709869551768,1.2624116758925654,0.47849945518838505
Interp_R_92,Unknown,23.706594186952675,90.28086222139244,0.3200207534420322,0.13537688056131317,1.1531159659851644,0.07399816476382448,0.5183556458422236,0.6165971321512456,0.5566574078808103,1.5918301899121725,1.121970924909517
Interp_R_93,Unknown,23.977406309926497,90.21537681939812,0.14223895359982391,0.2963718613911916,0.7528536271478885,0.10130796622843137,0.08281847522673991,0.45636967777972526,0.4430476603549147,1.2409162594649166,0.4593181003088288
Interp_R_94,Unknown,23.92130810485287,90.58683235958168,0.22223547700733817,0.28256719150007764,0.8227196043025596,0.09743641317073894,0.17033041691376657,0.5819994055270918,0.4655198467102925,1.3863075376672014,0.6103280483238432
Interp_R_95,Unknown,23.80169605530293,90.10491675955986,0.19048269692462358,0.2896652013061054,0.7877711576976907,0.09824174600965917,0.1339779194576241,0.5362384604356398,0.45538998166596795,1.334281934702304,0.5479256206183254
Interp_R_96,Unknown,23.817755752652612,90.5433649606997,0.10024312689284015,0.2905850412683949,0.735564661230652,0.10289813833755004,0.05389843700589077,0.3746328554899094,0.4356345927574016,1.1560348926315809,0.4012636115332108
Interp_R_97,Unknown,23.866707381194825,90.5546937331564,0.1409744240173063,0.28537934370120466,0.7690718772868613,0.10074893880149842,0.09717038883441777,0.4414593217970863,0.4467473577002496,1.2331172190772883,0.4769411451099714
Interp_R_98,Unknown,23.759001704744012,90.26569590218114,0.12565631040549485,0.2908486953216947,0.7487062989758646,0.10089643676794016,0.07779941171445466,0.4227057714757262,0.4412405991578147,1.2114904150156436,0.44473308641513326
Interp_R_99,Unknown,23.84293607652752,90.52982371618974,0.12077264966935222,0.2830882032889269,0.7613745607362756,0.1011378791814909,0.08453980290808943,0.40380523755292047,0.44354855398077847,1.1957136342784065,0.4513273647480514
Interp_R_100,Unknown,23.89797225978355,90.11988163960152,0.16548432681087524,0.29443328452064105,0.7678047435975439,0.09999514033283743,0.1053966998504607,0.4960901022399134,0.4485032308152399,1.2858959929404974,0.4993252083936491
